id_aviso,titulo,zona_barrio,tipo,precio,expensas,superficie_total,superficie_cubierta,ambientes,dormitorios,banios,antiguedad,cochera,balcon,amenities,latitud,longitud,fecha_publicacion
A-679597,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,$ 998.000,,65,65.0,3 amb.,2.0,,42,No,No,,-34.53611591018463,-58.46842954678814,11/11/2024
A-536761,Departamento en alquiler en Boedo - 3 ambientes,boedo,Departamento,672.000,114677.0,45,45.0,3 amb.,2.0,1.0,1,No,Sí,,-34.62815666585975,-58.423282123499334,06/07/2025
A-197872,Departamento en alquiler en Recoleta - 2 ambientes,Recoleta,Departamento,$ 1.153.000,,52 m²,52.0,2 amb.,1.0,,9,No,No,,-34.599350346472384,-58.41176192170684,23/07/2024
A-603615,Departamento en alquiler en Colegiales - 2 ambientes,Colegiales,Departamento,877.000,,44 m²,44.0,2,1.0,1.0,34,No,No,,-34.56354965493284,-58.453617798954255,27/01/2025
A-117031,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,USD 845,134430.0,68 m²,,3,,2.0,21,Sí,Sí,,-34.58838741677592,-58.46558269952978,30/06/2024
A-369855,PH en alquiler en San Telmo - 4 ambientes,San Telmo,PH,1.497.000,,103 m²,103.0,4 amb.,3.0,,16,Sí,No,,-34.61524378071343,-58.378862858706945,21/03/2025
A-681419,Departamento en alquiler en Almagro - 2 ambientes,almagro,Departamento,791.000,,55 m²,55.0,2 amb.,1.0,1.0,7,No,Sí,,-34.62948304502762,-58.42262390628702,21/12/2024
A-602901,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,609.000,32162.0,37 m²,37.0,2,1.0,1.0,3,No,Sí,,-34.65426038349714,-58.429691806692965,08/04/2024
A-139463,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.051.000,72336.0,69 m²,69.0,3 amb.,2.0,1.0,33 años,Sí,Sí,,-34.62208276367578,-58.376232029888065,15/02/2025
A-211664,PH en alquiler en Nuñez - 2 ambientes,Nuñez,PH,475.000,,47 m²,47.0,2,,1.0,31,Sí,No,Pileta,-34.54067469988449,-58.465598278370436,25/03/2024
A-569794,Departamento en alquiler en Almagro - 4 ambientes,Almagro,Departamento,USD 879,,73,73.0,4 amb.,3.0,2.0,19,No,Sí,,-34.60287412884991,-58.422236287479656,21/01/2024
A-485810,Casa en alquiler en Flores - 3 ambientes,Flores,Casa,1.047.000,,70,70.0,3 amb.,2.0,1.0,0,Sí,Sí,,-34.62912649465968,-58.46999536311867,18/01/2024
A-964890,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,2.180.000,262268.0,63 m²,63.0,4,3.0,2.0,2,Sí,No,,-34.593839310454015,"-58,40470639561826",01/04/2025
A-840006,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,1.116.000,134991.0,48,48.0,2 amb.,1.0,1.0,2,No,No,,-34.56240695787009,-58.42640632267206,21/10/2024
A-467834,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,674.000,,61 m²,61.0,3,2.0,2.0,29 años,No,Sí,,-34.610148329599284,-58.44307710202954,01/08/2024
A-581995,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,USD 318,28031.0,20 m²,,1,1.0,1.0,2,No,Sí,,-34.56744333482829,-58.44063764642561,16/09/2024
A-343929,Departamento en alquiler en Nuñez - 4 ambientes,Nuñez,Departamento,907.000,122379.0,88,,4 amb.,3.0,2.0,68,No,Sí,,-34.563834545310215,-58.45972264009896,18/02/2024
A-808000,Departamento en alquiler en Caballito - 5 ambientes,Caballito,Departamento,1.310.000,96956.0,92 m²,92.0,5,4.0,3.0,22,Sí,Sí,,-34.6198716938717,-58.42298554453244,15/05/2025
A-399116,Departamento en alquiler en Belgrano - 2 ambientes,Belgrano,Departamento,671.000,70040.0,41 m²,41.0,2,1.0,1.0,1,No,Sí,,-34.548046618827456,-58.47975441303073,02/09/2024
A-589942,PH en alquiler en Caballito - 2 ambientes,Caballito,PH,723.000,,53 m²,53.0,2 amb.,1.0,1.0,0,Sí,No,Pileta,-34.60722622608608,-58.45761765751939,01/03/2024
A-517782,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,$ 871.000,,40 m²,40.0,2,1.0,1.0,5,Sí,No,,"-34,56499326232989",-58.45876963178481,08/03/2025
A-816741,Departamento en alquiler en Boedo - 1 ambientes, Boedo ,Departamento,406.000,39644.0,31 m²,31.0,1 amb.,,1.0,21,Sí,Sí,,-34.62019709845831,"-58,40932153796462",21/03/2024
A-182485,Casa en alquiler en Nuñez - 3 ambientes,Nuñez,Casa,USD 1.796,,91,91.0,3,,1.0,5,Sí,No,,-34.53329248728602,-58.44947837690852,21/11/2024
A-545697,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.258.000,,70 m²,70.0,3,2.0,2.0,,Sí,Sí,,-34.56016887943816,-58.442217798136156,27/01/2025
A-493139,PH en alquiler en Nuñez - 3 ambientes,NUÑEZ,PH,$ 2.044.000,,83,83.0,3,,1.0,6,No,No,Pileta,-34.538563665568375,-58.42210339152985,25/08/2024
A-978891,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,$ 1,,59 m²,59.0,3,2.0,1.0,0,No,Sí,,-34.610001295048235,-58.42090947712014,01/02/2025
A-876627,Departamento en alquiler en Flores - 7 ambientes,Flores,Departamento,1.525.000,,126 m²,126.0,7,6.0,4.0,10,No,Sí,,-34.64821412672477,-58.47717551228236,19/06/2024
A-833669,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,630.000,64713.0,33 m²,33.0,1,1.0,1.0,7,No,Sí,,-34.572439559658655,-58.45708338710893,19/03/2024
A-660476,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,788.000,126455.0,56 m²,56.0,3,2.0,1.0,3,No,No,,-34.60875504850922,-58.4162945096741,01/12/2024
A-279106,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.575.000,176632.0,74,74.0,3,2.0,2.0,1,No,Sí,,-34.603780714041186,-58.385888671716025,01/07/2024
A-851280,PH en alquiler en Palermo - 2 ambientes,Palermo,PH,823.000,,47,47.0,2,1.0,1.0,14,Sí,No,Pileta,-34.580393664568845,-58.4120597136966,26/06/2024
A-154549,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,476.000,24079.0,58,58.0,3,,2.0,29,No,Sí,,-34.60305913743521,-58.41504844928682,15/02/2025
A-436307,Departamento en alquiler en Palermo - 4 ambientes,Palermo,Departamento,USD 2.580,337938.0,81 m²,81.0,4 amb.,,,3,No,Sí,,-34.60180171103989,-58.422762548222764,21/02/2025
A-939091,PH en alquiler en Belgrano - 2 ambientes,Belgrano,PH,$ 100,,39,39.0,2 amb.,1.0,1.0,21,Sí,No,Pileta,-34.5683693794142,-58.45814444271391,30/09/2024
A-209724,Departamento en alquiler en Villa Crespo - 2 ambientes,Villa Crespo,Departamento,$ 561.000,,35 m²,35.0,2 amb.,1.0,1.0,16,No,Sí,,-34.587992418040685,-58.440989895178795,23/06/2025
A-627913,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,1.008.000,65801.0,64 m²,64.0,3,2.0,1.0,3 años,No,Sí,,-34.55591243180053,-58.435690759420574,05/08/2025
A-104070,Departamento en alquiler en Flores - 2 ambientes,FLORES,Departamento,498.000,37751.0,36 m²,,2 amb.,1.0,1.0,1,No,Sí,,-34.62505822163546,-58.467188170427605,26/12/2024
A-793117,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,331.000,,25 m²,25.0,2,1.0,1.0,6,No,No,,"-34,63356661947738",-58.450461613925015,24/12/2024
A-941840,PH en alquiler en Recoleta - 2 ambientes,Recoleta,PH,USD 460,,43 m²,,2,1.0,1.0,1,Sí,Sí,,-34.59464888472681,-58.39041443394724,30/01/2024
A-943729,Departamento en alquiler en Belgrano - 1 ambientes,Belgrano,Departamento,322.000,,20 m²,,1 amb.,1.0,1.0,3,No,No,,-34.541972754678916,-58.44677185928223,01/06/2025
A-471635,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,829.000,91779.0,49,49.0,2 amb.,1.0,1.0,16 años,No,Sí,,-34.540624483752694,-58.45631482449715,31/08/2024
A-124148,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,USD 945,,65 m²,65.0,3,2.0,1.0,11,Sí,Sí,,-34.61838885856211,-58.41566255525147,02/04/2025
A-368803,PH en alquiler en Recoleta - 3 ambientes,Recoleta,PH,$ 661.000,,52 m²,52.0,3 amb.,2.0,1.0,20,No,No,,-34.57509503821415,-58.389577289143375,11/11/2024
A-422568,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,USD 311,26672.0,23,23.0,1 amb.,,1.0,15,No,No,,"-34,61525694377724",-58.411352673415855,14/08/2024
A-654403,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,861.000,121524.0,63 m²,63.0,3,2.0,2.0,44,No,Sí,,-34.58026428497775,-58.47254756560346,01/07/2025
A-328939,Departamento en alquiler en San Telmo - 6 ambientes, San Telmo ,Departamento,Consultar,278175.0,117 m²,117.0,6,5.0,3.0,10,No,Sí,,-34.618723038870215,-58.37076377639972,08/03/2025
A-381858,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,335.000,,33 m²,33.0,1 amb.,,1.0,3,No,No,,-34.583266503955606,-58.48973638059549,18/12/2024
A-389862,Departamento en alquiler en Boedo - 1 ambientes,Boedo,Departamento,566.000,33189.0,41 m²,41.0,1 amb.,1.0,1.0,10,No,Sí,,-34.62449018974469,-58.418348829204255,03/05/2024
A-925366,Departamento en alquiler en San Telmo - 2 ambientes,San Telmo,Departamento,725.000,71484.0,57,57.0,2,1.0,1.0,45,No,Sí,,-34.63671022265388,-58.38577779385817,09/01/2024
A-300981,PH en alquiler en Nuñez - 2 ambientes,Nuñez,PH,$ 819.000,,59,59.0,2 amb.,1.0,1.0,19,Sí,No,Pileta,-34.528171861771035,-58.46187262784673,08/07/2025
A-903515,Casa en alquiler en Colegiales - 3 ambientes, Colegiales ,Casa,$ 1000,,109,,3,2.0,2.0,15,No,No,,"-34,56750909777727",-58.43948596999371,04/02/2024
A-329820,Departamento en alquiler en Caballito - 4 ambientes,Caballito,Departamento,$ 999999999,197868.0,70 m²,,4 amb.,3.0,2.0,A estrenar,No,No,,-34.605215198204846,-58.42281189562539,02/03/2025
A-380308,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,1.138.000,,84 m²,84.0,4,3.0,3.0,2 años,Sí,No,,-34.56590076401271,-58.47753162552404,02/11/2024
A-815968,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,$ 429.000,34082.0,34 m²,34.0,1 amb.,1.0,1.0,18,No,Sí,,-34.57025331854163,-58.45720951037492,10/08/2024
A-291252,Departamento en alquiler en Flores - 3 ambientes,Flores,Departamento,798.000,,64,64.0,3,,1.0,5,No,No,,-34.614186279535275,-58.469093482272065,23/01/2024
A-578239,Casa en alquiler en Caballito - 4 ambientes,Caballito,Casa,2.249.000,,122 m²,,4,3.0,2.0,20,Sí,Sí,,-34.61808894772126,-58.445170321929076,13/12/2024
A-775380,Departamento en alquiler en Caballito - 1 ambientes,Caballito,Departamento,$ 385.000,23390.0,29,29.0,1,,,5,No,Sí,,-34.645136860304156,-58.44084975004597,29/11/2024
A-593617,PH en alquiler en Flores - 4 ambientes,Flores,PH,809.000,,87,,4,,2.0,37,No,Sí,,-34.64348308529085,-58.476575185658604,25/02/2024
A-589287,Departamento en alquiler en Villa Urquiza - 3 ambientes, Villa Urquiza ,Departamento,$ 1000,,54,54.0,3 amb.,2.0,1.0,17 años,No,No,,-34.579065549968874,-58.49348445944318,22/08/2024
A-281349,Departamento en alquiler en Flores - 2 ambientes,Flores,Departamento,628.000,,55 m²,55.0,2,1.0,1.0,0,No,Sí,,-34.63548140249625,-58.459750998800274,12/11/2024
A-251589,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,Consultar,56217.0,61 m²,61.0,3,2.0,1.0,1,No,No,,-34.59574735841318,-58.412010397726796,04/11/2024
A-375242,Departamento en alquiler en Almagro - 6 ambientes,Almagro,Departamento,1.851.000,116707.0,117 m²,117.0,6,5.0,3.0,37,No,No,,-34.60406334815338,-58.44280117566994,03/11/2024
A-864971,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,USD 648,,50 m²,50.0,3,2.0,1.0,14,No,Sí,,-34.54923245237094,-58.4255104834611,08/08/2025
A-126632,Departamento en alquiler en Flores - 1 ambientes,Flores,Departamento,$ 305.000,44366.0,28,28.0,1,,1.0,2,No,Sí,,-34.62561627738335,-58.43750099485204,06/02/2024
A-286749,Departamento en alquiler en San Telmo - 4 ambientes,San Telmo,Departamento,1.577.000,,99,99.0,4 amb.,3.0,2.0,6 años,Sí,No,,-34.63542244650929,-58.36518492913727,16/07/2025
A-351818,Departamento en alquiler en Recoleta - 3 ambientes,Recoleta,Departamento,1.775.000,283017.0,61 m²,61.0,3,2.0,1.0,2,No,Sí,,-34.60107763653001,-58.38717679918764,03/10/2024
A-385322,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,340.000,51000.0,31 m²,31.0,1 amb.,1.0,1.0,A estrenar,No,No,,-34.60033050214601,"-58,42952977717883",18/08/2024
A-123432,Departamento en alquiler en San Telmo - 3 ambientes,San Telmo,Departamento,1.246.000,190347.0,77,77.0,3,2.0,2.0,12,Sí,Sí,,-34.62764756854433,-58.38157913114639,23/03/2025
A-801904,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,713.000,73541.0,50 m²,,3,2.0,1.0,14,No,Sí,,-34.54923245237094,-58.4255104834611,19/06/2025
A-376671,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,664.000,,57 m²,57.0,3,2.0,2.0,18,No,Sí,,-34.61497224039377,-58.417892284924164,30/05/2024
A-386102,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,1.009.000,,80,80.0,3 amb.,2.0,1.0,13,No,Sí,,-34.613575732195585,-58.45690207352563,29/06/2025
A-454552,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,708.000,121411.0,55,55.0,2 amb.,1.0,1.0,14,No,Sí,,-34.5472059458939,"-58,464340682058456",04/11/2024
A-178119,Departamento en alquiler en Villa Urquiza - 1 ambientes,Villa Urquiza,Departamento,481.000,3940600.0,36,,1,1.0,1.0,7,No,Sí,,-34.556934298261424,-58.49162858442846,02/02/2025
A-867887,Departamento en alquiler en Nuñez - 5 ambientes,Nuñez,Departamento,USD 2.084,149574.0,120 m²,120.0,5,4.0,3.0,20,Sí,Sí,,-34.54445677727414,-58.46251984672615,17/01/2025
A-254436,Departamento en alquiler en Villa Urquiza - 2 ambientes,VILLA URQUIZA,Departamento,USD 515,10037700.0,45 m²,45.0,2,1.0,,26,No,No,,-34.58598169554464,-58.48713306240204,02/11/2024
A-444464,Departamento en alquiler en Almagro - 2 ambientes,Almagro,Departamento,724.000,,50 m²,,2 amb.,1.0,1.0,8,No,No,,-34.5864667485045,-58.43992081779287,24/08/2024
A-610177,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,$ 1.124.000,148522.0,73,73.0,4 amb.,3.0,2.0,,No,Sí,,-34.55470769567934,-58.462135864600896,11/03/2024
A-584831,Casa en alquiler en Villa Crespo - 5 ambientes,Villa Crespo,Casa,1.891.000,,150 m²,150.0,5 amb.,4.0,3.0,23,No,No,Pileta,-34.59666809918239,-58.461697522983066,24/06/2024
A-484657,Departamento en alquiler en Caballito - 6 ambientes,Caballito,Departamento,$ 1.575.000,,130 m²,130.0,6,5.0,4.0,16,No,Sí,,-34.61048478774318,-58.46291499320636,01/11/2024
A-603335,PH en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,PH,1.191.000,,75,75.0,3 amb.,,1.0,14,Sí,No,,-34.615839252356885,-58.43931131814662,24/03/2024
A-765621,Departamento en alquiler en Colegiales - 3 ambientes,Colegiales,Departamento,937.000,50400.0,59,59.0,3 amb.,,1.0,11,No,Sí,,-34.58810550789515,-58.459029915118805,12/05/2025
A-832584,Casa en alquiler en Flores - 3 ambientes,Flores,Casa,1.287.000,,92 m²,92.0,3,2.0,2.0,1,Sí,Sí,,-34.626232173691626,-58.475224767119784,01/08/2024
A-556742,PH en alquiler en Colegiales - 2 ambientes,colegiales,PH,536.000,,39 m²,39.0,2,1.0,1.0,24,Sí,No,,-34.560869168284306,-58.47087794528725,10/04/2025
A-377030,Departamento en alquiler en Caballito - 3 ambientes,Caballito,Departamento,1.602.000,278073.0,84 m²,84.0,3 amb.,2.0,1.0,3,Sí,No,,"-34,61864877219314",-58.434823858801465,14/12/2024
A-860596,Departamento en alquiler en Villa Urquiza - 4 ambientes,Villa Urquiza,Departamento,$ 802.000,118951.0,77 m²,77.0,4,3.0,,4,No,Sí,,-34.574771725401426,-58.5015528873785,20/08/2025
A-607633,Departamento en alquiler en San Telmo - 1 ambientes,San Telmo,Departamento,468.000,41623.0,32 m²,32.0,1,1.0,1.0,11,No,No,,-34.625544144313004,-58.369852523064566,01/08/2025
A-895042,Departamento en alquiler en San Telmo - 4 ambientes,san telmo,Departamento,945.000,68824.0,74 m²,74.0,4,3.0,2.0,33,Sí,Sí,,-34.62194670666298,-58.37446255607471,02/03/2025
A-527529,Casa en alquiler en Flores - 5 ambientes,Flores,Casa,USD 904,,100 m²,100.0,5,4.0,2.0,45,No,No,,-34.61557408029563,-58.45985097276065,12/04/2025
A-621144,PH en alquiler en Belgrano - 4 ambientes,Belgrano,PH,1.394.000,,82 m²,82.0,4,,2.0,16,Sí,No,,-34.56195648357556,-58.46438714071406,01/09/2024
A-784885,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,$ 701.000,,50 m²,50.0,2,1.0,1.0,1,No,No,,-34.532252950538776,-58.47190488139559,23/08/2024
A-371151,Departamento en alquiler en Boedo - 2 ambientes, Boedo ,Departamento,721.000,69528.0,62,62.0,2,1.0,1.0,38,No,No,,-34.6167020642467,-58.4111314632565,05/02/2025
A-501122,Departamento en alquiler en Belgrano - 3 ambientes,Belgrano,Departamento,$ 1.159.000,135063.0,54 m²,54.0,3 amb.,2.0,2.0,8,No,Sí,,-34.56421709140077,"-58,44513791389757",15/08/2025
A-941127,Departamento en alquiler en Caballito - 2 ambientes,CABALLITO,Departamento,359.000,,30 m²,30.0,2 amb.,1.0,1.0,31,No,Sí,,-34.61500943828052,-58.444438430916065,07/12/2024
A-811705,Departamento en alquiler en Nuñez - 2 ambientes,Nuñez,Departamento,927.000,157335.0,46,46.0,2,,1.0,8,No,No,Pileta,-34.54015429769162,-58.468074148380595,29/11/2024
A-649960,PH en alquiler en Boedo - 3 ambientes,Boedo,PH,$ 1,,69,69.0,3,2.0,1.0,13,No,Sí,,-34.60535265725353,-58.430073543747014,13/11/2024
A-547857,Departamento en alquiler en Villa Crespo - 2 ambientes,VILLA CRESPO,Departamento,617.000,,42 m²,42.0,2,1.0,,53,No,No,,-34.59260071676659,-58.44582168853689,05/01/2024
A-122232,Departamento en alquiler en Recoleta - 4 ambientes,Recoleta,Departamento,USD 1.445,229145.0,83 m²,83.0,4 amb.,3.0,2.0,15,No,No,,-34.608365168619834,-58.40274683314379,11/02/2025
A-535214,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.823.000,,74 m²,74.0,3,2.0,1.0,21 años,No,Sí,,-34.564461633305214,-58.41872207959917,23/06/2024
A-944113,Departamento en alquiler en Recoleta - 3 ambientes,recoleta,Departamento,1.259.000,164369.0,64,64.0,3 amb.,2.0,1.0,5,No,No,,-34.596214433711744,-58.39846316465376,22/07/2025
A-260986,Departamento en alquiler en Villa Crespo - 4 ambientes,Villa Crespo,Departamento,935.000,96456.0,56,,4,3.0,,18,No,No,,-34.60580849800208,-58.44217742304051,08/01/2025
A-747417,PH en alquiler en Colegiales - 2 ambientes,Colegiales,PH,USD 804,,57 m²,57.0,2,1.0,1.0,13,Sí,No,,-34.57622332071045,-58.47926055541301,01/06/2024
A-269371,Departamento en alquiler en Colegiales - 1 ambientes,Colegiales,Departamento,580.000,99981.0,37 m²,37.0,1 amb.,,1.0,6,No,Sí,,-34.577633280020194,-58.43116147159676,30/03/2025
A-829799,Departamento en alquiler en Palermo - 2 ambientes,Palermo,Departamento,USD 678,57506.0,33,33.0,2,1.0,1.0,0,No,No,,-34.56835691019288,-58.45534777794473,13/05/2024
A-930184,Departamento en alquiler en Villa Crespo - 1 ambientes,Villa Crespo,Departamento,$ 528.000,73503.0,42,42.0,1 amb.,1.0,1.0,22 años,No,Sí,,-34.6150413105393,-58.46731700346219,14/07/2024
A-494675,PH en alquiler en Boedo - 2 ambientes,Boedo,PH,761.000,,52,52.0,2,1.0,1.0,9,Sí,No,,-34.6314513717425,-58.43384765894456,14/02/2024
A-231450,Departamento en alquiler en Palermo - 3 ambientes,Palermo,Departamento,1.077.000,,52 m²,52.0,3,2.0,1.0,16,No,Sí,,-34.60196135829859,-58.43767569756571,28/12/2024
A-232006,Departamento en alquiler en Villa Urquiza - 3 ambientes,Villa Urquiza,Departamento,803.000,,52 m²,52.0,3,,2.0,3,Sí,Sí,,-34.57497473399783,-58.484721324067365,01/03/2024
A-515238,Departamento en alquiler en Boedo - 3 ambientes,Boedo,Departamento,672.000,114677.0,45 m²,,3 amb.,,,1,No,Sí,,-34.62815666585975,-58.423282123499334,29/09/2024
A-271530,PH en alquiler en Palermo - 5 ambientes,Palermo,PH,3.227.000,,131 m²,131.0,5,4.0,3.0,2,No,Sí,,-34.575801505349915,-58.421566117393205,07/05/2025
A-271469,Casa en alquiler en Colegiales - 3 ambientes,Colegiales,Casa,1.250.000,,82 m²,82.0,3 amb.,2.0,2.0,,No,No,,-34.592253174826844,-58.44247511791524,11/08/2025
A-426908,PH en alquiler en Villa Urquiza - 2 ambientes,Villa Urquiza,PH,USD 986,,56,56.0,2 amb.,1.0,,18,Sí,No,,"-34,57523829843113",-58.50007062198128,17/10/2024
A-553894,Casa en alquiler en Boedo - 3 ambientes,Boedo,Casa,816.000,,60 m²,60.0,3,2.0,1.0,30 años,Sí,Sí,,-34.624775984898754,"-58,40005370736817",13/02/2025
A-282994,Departamento en alquiler en Villa Crespo - 3 ambientes,Villa Crespo,Departamento,970.000,124014.0,70,70.0,3,2.0,1.0,6,No,No,,-34.62012063336183,-58.45896766442359,07/05/2025
A-986187,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,602.000,102434.0,35,35.0,2,1.0,1.0,2,Sí,Sí,,-34.614658267532185,-58.4370809646153,04/09/2024
A-958630,Departamento en alquiler en Caballito - 4 ambientes,CABALLITO,Departamento,$ 912.000,97324.0,67,67.0,4 amb.,3.0,2.0,9 años,No,Sí,,-34.62689356123516,-58.4245993682851,25/05/2025
A-779089,Departamento en alquiler en Almagro - 1 ambientes,Almagro,Departamento,USD 419,72529.0,36 m²,36.0,1,1.0,1.0,9,No,Sí,,-34.60888538540006,-58.423961323715574,14/05/2024
A-868354,Casa en alquiler en Boedo - 3 ambientes, Boedo ,Casa,753.000,,60,60.0,3,2.0,1.0,,Sí,Sí,,-34.59941666019901,-58.43031146861704,17/09/2024
A-429314,Departamento en alquiler en Nuñez - 3 ambientes,Nuñez,Departamento,599.000,,61,61.0,3,2.0,1.0,50 años,Sí,Sí,,-34.54761255649461,-58.46425587277735,23/02/2025
A-662505,Departamento en alquiler en Caballito - 2 ambientes,Caballito,Departamento,620.000,10938900.0,47 m²,,2,1.0,,15 años,No,Sí,,-34.64562017312061,-58.42356358670815,12/02/2024
A-582952,PH en alquiler en Colegiales - 4 ambientes,Colegiales,PH,$ 1.788.000,,114,114.0,4,3.0,2.0,9,Sí,Sí,,-34.5583838886514,-58.427281818194544,08/02/2024
A-609180,Departamento en alquiler en Almagro - 3 ambientes,Almagro,Departamento,$ 609.000,,51 m²,51.0,3,2.0,1.0,10,No,Sí,,-34.58923793834017,-58.40292927605389,05/09/2024
