codigo,operacion,tipo_inmueble,barrio,precio_publicado,superficie,descripcion,coordenadas,publicado
AP-83281,Alquiler,departamento,Villa Urquiza,$975.000/mes,76,2 ambientes. balcón,"-34.57113835809302,-58.47994486078403",12-06-2025
AP-82332,Alquiler,casa,Palermo,$2.612.000/mes,90,3 ambientes. 2 dorm. 1 baños. con cochera,"-34.58794491442064,-58.42699952529665",16-08-2024
AP-46832,Alquiler,departamento,Recoleta,$1.575.000/mes,74,2 dorm. balcón. a estrenar,"-34.603780714041186,-58.385888671716025",15-03-2025
AP-13051,Alquiler,departamento,Caballito,$337.000/mes,30,1 dorm. 1 baños,"-34.61584779850464,-58.446128780184196",14-10-2024
AP-75970,Alquiler,ph,Colegiales,$1.727.000/mes,91,4 ambientes. 3 dorm. balcón,"-34.578917813663885,-58.439307987570444",31-12-2024
AP-72717,Alquiler,ph,Nuñez,$2.044.000/mes,83,2 dorm. 1 baños. pileta. 6 años,,12-02-2025
AP-32870,Alquiler,departamento,Villa Urquiza,$551.000/mes,36 a 46 m2,2 ambientes. 1 dorm. 1 baños. balcón,"-34.5832701032767,-58.478122888511635",05-01-2024
AP-98059,Alquiler,departamento,Villa Crespo,$503.000/mes,42,2 ambientes. 1 dorm. balcón,,20-06-2024
AP-61602,Alquiler,departamento,Caballito,$2.628.000/mes,149,7 ambientes. 4 baños,"-34.623366938765926,-58.46295998700179",13-08-2025
AP-22596,Alquiler,departamento,Nuñez,$1.495.000/mes,117,6 ambientes. 5 dorm. 4 baños. 40 años,,20-04-2024
AP-23115,Alquiler,ph,Recoleta,$756.000/mes,43,2 ambientes. 1 baños. con cochera,"-34.58443897837958,-58.3908964618393",16-01-2024
AP-59360,Alquiler,departamento,Nuñez,$657.000/mes,39,2 ambientes. 1 baños. con cochera. 7 años,,23-06-2025
AP-32180,Alquiler,departamento,San Telmo,$311.000/mes,25,1 ambientes. 1 baños. balcón. 42 años,"-34.628341115674054,-58.35836862584868",30-09-2024
AP-68237,Alquiler,departamento,Boedo,$1.506.000/mes,105,3 dorm. balcón. a estrenar,,29-07-2025
AP-59246,Alquiler,departamento,Colegiales,$767.000/mes,46 a 56 m2,1 ambientes. 1 dorm,"-34.58008088675418,-58.46115373428598",22-02-2025
AP-18796,Alquiler,departamento,Villa Crespo,$344.000/mes,26,1 ambientes. 1 dorm,,09-08-2024
AP-25473,Alquiler,departamento,Belgrano,$616.000/mes,36,1 dorm. 1 baños. balcón. 37 años,,31-08-2024
AP-18875,Alquiler,departamento,Belgrano,$1.702.000/mes,74,4 ambientes. 3 dorm. 2 baños. a estrenar,"-34.55573383618651,-58.457227109730816",01-01-2024
AP-55944,Alquiler,departamento,Villa Urquiza,$335.000/mes,28 a 38 m2,1 ambientes. 1 dorm. 1 baños. 3 años,"-34.583266503955606,-58.48973638059549",14-03-2025
AP-78413,Alquiler,departamento,Boedo,$476.000/mes,42,2 ambientes. 1 dorm. 1 baños,"-34.638274403122594,-58.4098642839621",29-12-2024
AP-85995,Alquiler,departamento,San Telmo,$947.000/mes,93 a 103 m2,3 ambientes. con cochera,"-34.6355913095003,-58.37594225581",08-06-2024
AP-10284,Alquiler,casa,San Telmo,$483.000/mes,60,3 ambientes,,01-07-2025
AP-67288,Alquiler,departamento,Boedo,$288.000/mes,20,1 baños. balcón. 14 años,"-34.63828126512592,-58.42066656135384",24-07-2024
AP-91504,Alquiler,ph,Colegiales,$973.000/mes,78,2 dorm. 1 baños. con cochera. pileta. 1 años,,28-04-2025
AP-76822,Alquiler,departamento,Palermo,$1.243.000/mes,69,2 dorm. 62 años,"-34.577134253796814,-58.442903233757654",27-02-2025
AP-27190,Alquiler,departamento,Flores,$681.000/mes,49,2 ambientes. 1 dorm. 1 baños. con cochera. 10 años,"-34.63336820634526,-58.46071758729359",31-07-2025
AP-20711,Alquiler,departamento,Belgrano,$497.000/mes,40,1 dorm. 6 años,"-34.58763427045565,-58.4696754653261",18-01-2024
AP-34172,Alquiler,departamento,Belgrano,$719.000/mes,41,2 ambientes. 1 dorm. 1 baños. balcón,"-34.558350086767796,-58.43654114968972",02-04-2024
AP-47342,Alquiler,departamento,Belgrano,$575.000/mes,41,2 ambientes. 1 dorm. 1 baños. 12 años,,03-11-2024
AP-22020,Alquiler,departamento,Villa Urquiza,$356.000/mes,37,1 ambientes. 1 dorm. 1 baños. 3 años,"-34.57248123941818,-58.48547637904621",22-02-2024
AP-22604,Alquiler,departamento,Boedo,$529.000/mes,50,2 ambientes. 1 dorm. con cochera. 5 años,,23-05-2024
AP-98565,Alquiler,casa,San Telmo,$1.030.000/mes,87,2 dorm. 1 baños. 3 años,,07-09-2024
AP-20296,Alquiler,departamento,Belgrano,$811.000/mes,48,2 ambientes. 1 dorm,,12-06-2024
AP-71718,Alquiler,departamento,Boedo,$419.000/mes,36,1 ambientes. balcón,,29-09-2024
AP-22500,Alquiler,departamento,Almagro,$380.000/mes,48,2 ambientes. 1 dorm. 1 baños,,05-04-2025
AP-70158,Alquiler,departamento,Recoleta,$833.000/mes,32,2 ambientes. 1 dorm. balcón. a estrenar,"-34.57991623313654,-58.405937570235295",23-02-2025
AP-10146,Alquiler,departamento,Nuñez,$942.000/mes,48,2 ambientes. 1 dorm. 1 baños. balcón. 8 años,,06-04-2024
AP-27539,Alquiler,departamento,Colegiales,Consultar,166,8 ambientes. 7 dorm,"-34.55118933452476,-58.469058725184496",14-10-2024
AP-16938,Alquiler,departamento,Villa Urquiza,$1.433.000/mes,86,3 ambientes. con cochera,"-34.56819756951277,-58.488734482645384",19-07-2025
AP-99354,Alquiler,departamento,Caballito,$429.000/mes,25,2 ambientes. 1 dorm. 1 baños. balcón,"-34.6072490162684,-58.45664033477395",29-04-2025
AP-52056,Alquiler,casa,Flores,$1.390.000/mes,78,3 ambientes,,14-06-2025
AP-34494,Alquiler,departamento,Flores,$723.000/mes,53 a 63 m2,2 ambientes. 1 baños. con cochera. balcón,"-34.63791403945267,-58.45889509644697",05-01-2024
AP-22901,Alquiler,departamento,Caballito,$878.000/mes,53,3 ambientes. 2 dorm,,24-03-2025
AP-55357,Alquiler,departamento,Boedo,$204.000/mes,29,1 ambientes. 1 dorm. 1 baños. con cochera. balcón,"-34.632398954164486,-58.38614717787174",07-08-2025
AP-53533,Alquiler,departamento,San Telmo,$1.360.000/mes,116,4 ambientes. 3 dorm. 2 baños. con cochera. balcón,"-34.61480728859416,-58.360716395507005",25-06-2025
AP-36555,Alquiler,departamento,Nuñez,$499.000/mes,36,1 dorm. 13 años,,20-11-2024
AP-17455,Alquiler,departamento,Villa Crespo,Consultar,24,1 ambientes. 1 baños. 6 años,,28-08-2024
AP-48842,Alquiler,departamento,Boedo,$309.000/mes,30,1 ambientes. 1 baños. balcón. 7 años,"-34.63640139047846,-58.4009240216198",16-07-2025
AP-91310,Alquiler,ph,Almagro,$1.522.000/mes,116,4 ambientes. 3 dorm. 2 baños. con cochera. 11 años,"-34.59699043108912,-58.42870094375065",31-07-2024
AP-17481,Alquiler,departamento,San Telmo,$670.000/mes,62,2 dorm. 21 años,"-34.63158249581473,-58.373956803567324",07-08-2024
AP-29347,Alquiler,departamento,Belgrano,$618.000/mes,35,2 ambientes. 1 dorm. 1 baños. 6 años,"-34.55986895691947,-58.45762727433169",05-08-2025
AP-21757,Alquiler,departamento,San Telmo,$1.418.000/mes,94,4 ambientes. 3 dorm. balcón,"-34.610305363833774,-58.36454278250414",23-11-2024
AP-22203,Alquiler,departamento,Caballito,$581.000/mes,48,2 ambientes,"-34.6129590534536,-58.44361101255894",12-01-2024
AP-80147,Alquiler,departamento,Flores,$387.000/mes,34,1 ambientes. 1 dorm. 1 baños. balcón. 14 años,"-34.628653546192766,-58.44871058288871",06-03-2025
AP-74728,Alquiler,departamento,Palermo,$1.075.000/mes,52,1 dorm,,09-05-2024
AP-98123,Alquiler,departamento,Palermo,$1.068.000/mes,39 a 49 m2,2 ambientes. 1 dorm,"-34.56652120795596,-58.41588153815259",11-01-2025
AP-36897,Alquiler,casa,Palermo,$3.102.000/mes,164,6 ambientes. 5 dorm. 3 baños. pileta. balcón. 29 años,"-34.59781687424598,-58.42537874055159",22-09-2024
AP-42151,Alquiler,ph,Recoleta,$2.675.000/mes,103,4 ambientes. 3 dorm. 2 baños,,11-07-2025
AP-64347,Alquiler,departamento,Palermo,$1.176.000/mes,42,3 ambientes. 2 dorm. 15 años,,12-08-2025
AP-44802,Alquiler,departamento,Villa Urquiza,$626.000/mes,48,2 ambientes. 1 dorm. 1 baños. 10 años,"-34.578328435121705,-58.505352689081334",11-07-2024
AP-45371,Alquiler,departamento,Caballito,Consultar,79,3 dorm,"-34.60022050837966,-58.42882696175607",11-09-2024
AP-88283,Alquiler,ph,Belgrano,$1.607.000/mes,66 a 76 m2,3 ambientes. con cochera. 6 años,"-34.57405865275616,-58.47544354250247",11-07-2025
AP-91701,Alquiler,departamento,Belgrano,$730.000/mes,49,2 ambientes. 1 dorm. 5 años,"-34.55152645673111,-58.471605830325046",04-03-2024
AP-35343,Alquiler,departamento,Boedo,$465.000/mes,44,1 ambientes. 1 dorm. 1 baños. balcón,,13-03-2025
AP-36885,Alquiler,departamento,Belgrano,$479.000/mes,35,1 dorm. 1 baños. a estrenar,"-34.55926781910746,-58.470054105971194",02-01-2024
AP-83405,Alquiler,ph,Belgrano,$1.161.000/mes,70,2 ambientes. 1 dorm. 1 baños. pileta,"-34.5712095696134,-58.46465997903376",05-12-2024
AP-68880,Alquiler,ph,Recoleta,$1.214.000/mes,64,2 ambientes. 1 dorm. 4 años,,12-10-2024
AP-27330,Alquiler,casa,Boedo,$1.206.000/mes,60,3 ambientes. 1 baños. balcón. 18 años,,03-03-2025
AP-15928,Alquiler,departamento,Colegiales,$524.000/mes,,2 ambientes. 1 dorm. 8 años,"-34.582125692254365,-58.44919736127968",27-11-2024
AP-42000,Alquiler,departamento,Flores,$612.000/mes,86,3 ambientes. 2 dorm,"-34.62766786147057,-58.46451883818645",09-04-2025
AP-17860,Alquiler,departamento,Flores,$705.000/mes,34,2 ambientes. 1 dorm. 13 años,,05-06-2025
AP-27251,Alquiler,departamento,San Telmo,Consultar,26,1 dorm. balcón. 6 años,,29-03-2025
AP-21962,Alquiler,departamento,Recoleta,$1.699.000/mes,72,3 ambientes. 2 dorm. 2 baños,"-34.61718540534827,-58.38864093096482",28-03-2025
AP-34682,Alquiler,departamento,San Telmo,$468.000/mes,36,2 ambientes. 1 dorm. con cochera,,04-03-2024
AP-37519,Alquiler,ph,Recoleta,$2.116.000/mes,70,1 dorm. 1 baños. con cochera. 6 años,,06-07-2025
AP-61881,Alquiler,departamento,Colegiales,$1.111.000/mes,69,3 ambientes. 2 baños. balcón. 11 años,,08-04-2025
AP-48327,Alquiler,casa,Villa Urquiza,$768.000/mes,61,3 ambientes. 2 dorm. con cochera. balcón,"-34.5640487157612,-58.485141794620276",25-03-2024
AP-31188,Alquiler,casa,Almagro,$2.353.000/mes,91,4 ambientes. 2 baños. a estrenar,"-34.609706243961774,-58.43155202241291",24-09-2024
AP-16652,Alquiler,departamento,Almagro,$812.000/mes,52,2 dorm. 2 baños. balcón. 3 años,"-34.60595196123453,-58.42018823414982",17-11-2024
AP-96139,Alquiler,departamento,Villa Crespo,$340.000/mes,25,1 ambientes. 1 dorm. con cochera,"-34.60480879765111,-58.43394907799257",14-12-2024
AP-72353,Alquiler,departamento,Recoleta,$1.462.000/mes,84,4 ambientes. balcón,,24-08-2024
AP-29428,Alquiler,departamento,Flores,$2.554.000/mes,132,6 ambientes. 5 dorm. 4 baños,"-34.601376237156956,-58.457071580421434",06-02-2024
AP-68212,Alquiler,departamento,Colegiales,$1.011.000/mes,64,3 ambientes. 2 dorm. 1 baños,"-34.56588674084846,-58.440077329362204",11-11-2024
AP-82624,Alquiler,departamento,Boedo,$786.000/mes,51,3 ambientes. 2 dorm. 1 baños,"-34.64273455104128,-58.41466446804368",30-12-2024
AP-30681,Alquiler,casa,Boedo,Consultar,,2 dorm. 1 baños. balcón. a estrenar,"-34.640963204717366,-58.409439190713115",10-06-2024
AP-59301,Alquiler,departamento,Almagro,$586.000/mes,41,1 ambientes. 1 dorm. 1 baños. 12 años,"-34.61219644913399,-58.41491874665918",26-06-2024
AP-84490,Alquiler,departamento,Boedo,$248.000/mes,29 a 39 m2,1 ambientes. 1 baños. 22 años,,23-05-2025
AP-89583,Alquiler,departamento,Almagro,$748.000/mes,74,4 ambientes. 3 dorm. 3 baños. balcón. 60 años,,14-10-2024
AP-72002,Alquiler,departamento,Belgrano,$1.045.000/mes,54,1 dorm. 1 baños. con cochera,,07-12-2024
AP-48724,Alquiler,casa,Villa Urquiza,$3.841.000/mes,137,5 ambientes. 2 baños. con cochera. pileta,"-34.57825642333198,-58.49627645818882",21-07-2024
AP-79783,Alquiler,departamento,Colegiales,$786.000/mes,44,2 ambientes. 1 baños. 16 años,,27-01-2025
AP-79234,Alquiler,casa,Almagro,$1.878.000/mes,163,6 ambientes. 5 dorm. 3 baños,,18-07-2024
AP-42601,Alquiler,departamento,Belgrano,$2.107.000/mes,77,3 dorm. balcón. 4 años,"-34.55817014592732,-58.462648673749946",08-02-2025
AP-25808,Alquiler,departamento,Flores,$845.000/mes,,3 ambientes. con cochera. 3 años,"-34.605371974579334,-58.4860437979347",27-08-2024
AP-35874,Alquiler,departamento,San Telmo,$667.000/mes,61,3 ambientes. 2 dorm. balcón,"-34.61195447811977,-58.36857847244924",31-07-2025
AP-22510,Alquiler,departamento,Recoleta,$1.427.000/mes,70,2 dorm. 2 baños,,17-05-2025
AP-75265,Alquiler,departamento,Belgrano,$355.000/mes,21,1 ambientes. 1 dorm. 1 baños. 2 años,,11-12-2024
AP-57948,Alquiler,departamento,Recoleta,$3.352.000/mes,168,5 baños,,13-07-2024
AP-96359,Alquiler,ph,Flores,$783.000/mes,60,2 ambientes. 1 baños. pileta. balcón. 2 años,"-34.63418597205357,-58.45698288364581",27-06-2025
AP-49580,Alquiler,departamento,Nuñez,Consultar,27,3 ambientes. 2 dorm. 1 baños. balcón. 3 años,"-34.52978659286499,-58.459777272654506",05-06-2025
AP-10929,Alquiler,departamento,Palermo,$723.000/mes,52,2 ambientes. 1 baños. con cochera,"-34.5728169607722,-58.42601890598995",22-03-2024
AP-60831,Alquiler,departamento,Nuñez,$904.000/mes,57,2 ambientes. 1 dorm,"-34.54102744186835,-58.457718330013854",04-12-2024
AP-38635,Alquiler,departamento,Belgrano,$816.000/mes,39 a 49 m2,2 ambientes. 1 dorm. balcón,"-34.565453461123155,-58.48406147733516",30-07-2024
AP-65896,Alquiler,departamento,Recoleta,$3.551.000/mes,148,7 ambientes. 6 dorm,,15-07-2024
AP-46689,Alquiler,departamento,Belgrano,$953.000/mes,53,2 ambientes. 1 dorm. 1 baños. pileta. 2 años,"-34.56096289122256,-58.46078099327805",27-02-2025
AP-65002,Alquiler,departamento,Colegiales,$743.000/mes,48,2 ambientes. 1 baños,,18-05-2024
AP-94553,Alquiler,departamento,San Telmo,$1.293.000/mes,63,3 ambientes. 2 dorm,,03-03-2025
AP-22313,Alquiler,departamento,Colegiales,$1.035.000/mes,64,3 ambientes. 2 dorm,"-34.580262966674255,-58.448457818762314",03-04-2024
AP-57096,Alquiler,departamento,Villa Urquiza,$791.000/mes,64,3 ambientes. 2 dorm. balcón,"-34.55798697669714,-58.49006005973227",07-11-2024
AP-98122,Alquiler,departamento,Villa Urquiza,$425.000/mes,33,2 ambientes. 1 dorm. 1 baños. 14 años,"-34.585238076497475,-58.49501335467763",21-01-2024
AP-57702,Alquiler,departamento,Caballito,$586.000/mes,51 a 61 m2,2 ambientes. 1 dorm. 1 baños,,22-02-2025
AP-32938,Alquiler,departamento,Flores,$261.000/mes,26,1 dorm. con cochera. pileta. balcón,"-34.632463697160624,-58.465562969663246",21-08-2025
AP-30773,Alquiler,departamento,Villa Urquiza,$990.000/mes,54 a 64 m2,2 dorm. 1 baños. pileta. a estrenar,,08-01-2024
AP-95502,Alquiler,casa,Recoleta,$3.248.000/mes,172,6 ambientes. 5 dorm. con cochera,,02-03-2024
AP-91196,Alquiler,departamento,Colegiales,$730.000/mes,41 a 51 m2,2 ambientes. 1 dorm. 1 baños. 19 años,,16-09-2024
AP-80739,Alquiler,departamento,Almagro,Consultar,106,6 ambientes. 5 dorm. pileta. balcón. 48 años,,22-02-2024
AP-78180,Alquiler,departamento,Almagro,$436.000/mes,34,2 ambientes. 1 dorm. a estrenar,"-34.5931470879346,-58.42786168560132",30-10-2024
AP-43978,Alquiler,departamento,San Telmo,$307.000/mes,41,2 ambientes. 1 baños. balcón,,23-04-2025
AP-52504,Alquiler,departamento,Recoleta,$1.050.000/mes,62,2 dorm. 7 años,"-34.56117178382289,-58.407845794810484",21-05-2025
AP-99263,Alquiler,departamento,Colegiales,$950.000/mes,52,1 ambientes. 1 dorm. 1 baños. con cochera. 24 años,"-34.572248049028246,-58.43321083024884",04-07-2024
AP-15027,Alquiler,departamento,Villa Urquiza,$331.000/mes,34,1 ambientes. 1 dorm,"-34.57370283754285,-58.49107084360712",21-06-2025
AP-13322,Alquiler,departamento,San Telmo,$1.031.000/mes,53,2 ambientes. 1 dorm. 1 baños. 9 años,"-34.63758093729642,-58.36811010854657",11-12-2024
AP-67206,Alquiler,departamento,Almagro,Consultar,39,2 ambientes. 1 dorm. 1 baños,"-34.60283016505586,-58.42536716566302",07-07-2025
AP-45640,Alquiler,departamento,Recoleta,$1.122.000/mes,42,3 ambientes. 2 dorm. 1 baños. balcón. 14 años,"-34.594868843746376,-58.40874627863405",25-01-2024
AP-36741,Alquiler,ph,Recoleta,$2.686.000/mes,132,3 dorm. 2 baños. con cochera. 19 años,"-34.59193642365783,-58.3854187580654",28-07-2024
AP-69318,Alquiler,ph,Colegiales,$1.616.000/mes,64 a 74 m2,2 dorm. 1 baños. con cochera,"-34.57831452352883,-58.45707122231027",06-04-2024
AP-21473,Alquiler,departamento,Belgrano,$723.000/mes,36,1 dorm. 1 baños. con cochera. 7 años,"-34.55698236870956,-58.44690142928565",16-01-2025
AP-74170,Alquiler,departamento,Belgrano,$518.000/mes,36,2 ambientes. 1 dorm. 1 baños. 25 años,"-34.56522831942085,-58.44333180995249",03-08-2025
AP-78278,Alquiler,departamento,Belgrano,$1.677.000/mes,88,4 ambientes. 3 dorm. balcón,"-34.56536841128412,-58.443993490996235",02-05-2025
AP-91113,Alquiler,departamento,San Telmo,$305.000/mes,25,1 ambientes. 1 baños. con cochera. a estrenar,,08-03-2025
AP-84966,Alquiler,departamento,Recoleta,$268.000/mes,22,1 ambientes. 1 dorm. 1 baños. balcón,,28-10-2024
AP-13220,Alquiler,departamento,Boedo,$403.000/mes,29,2 ambientes. balcón. a estrenar,"-34.619352356343136,-58.40772377165098",28-09-2024
AP-10399,Alquiler,departamento,Flores,$473.000/mes,52,2 ambientes. 1 dorm. 1 baños. balcón,,14-07-2025
AP-28636,Alquiler,departamento,Caballito,Consultar,47,2 ambientes. 1 dorm. 1 baños. con cochera. balcón,,09-10-2024
AP-38396,Alquiler,departamento,San Telmo,$511.000/mes,,1 dorm. 1 baños. balcón,,05-11-2024
AP-42674,Alquiler,casa,Villa Urquiza,$1.823.000/mes,121 a 131 m2,4 ambientes. 3 dorm. pileta,"-34.595870412124235,-58.50005520150355",12-02-2025
AP-17480,Alquiler,departamento,Almagro,$1.163.000/mes,69 a 79 m2,4 ambientes. 2 baños. con cochera. a estrenar,,19-03-2025
AP-59700,Alquiler,departamento,Villa Urquiza,$943.000/mes,47,1 dorm. 1 baños. 9 años,"-34.56809805538852,-58.49237120260881",25-01-2025
AP-51556,Alquiler,departamento,Almagro,$2.024.000/mes,108,4 ambientes. 3 dorm. 2 baños. pileta. 24 años,"-34.633783679624365,-58.420771865319544",03-12-2024
AP-19820,Alquiler,departamento,Nuñez,$1.287.000/mes,57,2 ambientes. 1 dorm. 1 años,,01-12-2024
AP-24179,Alquiler,departamento,San Telmo,$905.000/mes,46 a 56 m2,2 ambientes. 1 dorm. 1 baños. balcón,,25-06-2025
AP-40867,Alquiler,departamento,Caballito,$779.000/mes,,1 dorm. 1 baños,"-34.609522087154986,-58.423019903228564",08-12-2024
AP-78500,Alquiler,departamento,Colegiales,$586.000/mes,48,2 ambientes. 1 dorm. 13 años,,09-05-2024
AP-94371,Alquiler,departamento,Colegiales,$1.235.000/mes,58,2 ambientes. 1 dorm. balcón,"-34.57592445200699,-58.44998344418791",17-08-2025
AP-84247,Alquiler,departamento,Caballito,$394.000/mes,29 a 39 m2,2 ambientes. 1 dorm. 1 baños. balcón,,30-03-2024
AP-72998,Alquiler,departamento,Flores,$474.000/mes,53 a 63 m2,2 ambientes. balcón,,18-05-2025
AP-55017,Alquiler,departamento,Almagro,$532.000/mes,43 a 53 m2,1 dorm. 1 baños. a estrenar,"-34.61063064994304,-58.40616006683924",28-04-2024
AP-65589,Alquiler,casa,Flores,$797.000/mes,105,3 dorm. 2 baños. pileta,"-34.62354946515853,-58.461599258003204",08-10-2024
AP-66839,Alquiler,departamento,Almagro,$634.000/mes,55,3 ambientes. 2 años,"-34.606611051836886,-58.41276232179244",21-08-2025
AP-25504,Alquiler,departamento,Flores,$710.000/mes,76,3 ambientes. 1 baños. balcón,"-34.62570944076898,-58.465573445558995",15-04-2025
AP-65107,Alquiler,casa,Villa Urquiza,$2.370.000/mes,118,4 ambientes. 3 baños. con cochera. a estrenar,"-34.57577447777336,-58.484404929971916",06-07-2025
AP-38495,Alquiler,departamento,Flores,$300.000/mes,29,2 ambientes. 1 dorm. 1 baños. con cochera. 17 años,"-34.61929057364823,-58.46383274279345",25-11-2024
AP-83286,Alquiler,departamento,Almagro,$166.000/mes,20,1 ambientes. 1 dorm. 1 baños. balcón. 61 años,,31-03-2024
AP-91268,Alquiler,departamento,Boedo,$682.000/mes,57,1 dorm. balcón. 6 años,"-34.60898312428346,-58.4134544016852",14-07-2025
AP-61187,Alquiler,departamento,San Telmo,$433.000/mes,29,2 dorm. a estrenar,,12-03-2024
AP-68617,Alquiler,departamento,Villa Urquiza,$850.000/mes,82,4 ambientes. 3 dorm. 2 baños. 41 años,,29-01-2025
AP-75329,Alquiler,departamento,Flores,$484.000/mes,39,1 dorm. 1 baños,,17-03-2025
AP-81462,Alquiler,ph,Villa Urquiza,$1.773.000/mes,96 a 106 m2,3 dorm. balcón,"-34.57691019739431,-58.514766313947284",27-02-2025
AP-73107,Alquiler,departamento,Villa Urquiza,$1.094.000/mes,,2 dorm. 2 baños. 14 años,"-34.59729604205686,-58.50508650279028",07-07-2025
AP-18747,Alquiler,casa,Flores,$1.020.000/mes,86,3 ambientes. con cochera. balcón. 11 años,,19-03-2025
AP-39948,Alquiler,departamento,Flores,$450.000/mes,40,Con cochera,"-34.642455887963294,-58.45923310920487",05-01-2024
AP-91592,Alquiler,departamento,Villa Urquiza,$851.000/mes,52,2 dorm,"-34.59823142620494,-58.47468629116117",20-11-2024
AP-54810,Alquiler,departamento,Recoleta,$2.165.000/mes,82,2 dorm. balcón. 9 años,"-34.592341156826045,-58.39163854333237",30-05-2024
AP-50430,Alquiler,departamento,Recoleta,$485.000/mes,43,1 ambientes. 1 dorm. 1 baños,,04-08-2024
AP-60613,Alquiler,departamento,Nuñez,$615.000/mes,33,1 dorm. 1 baños. balcón,,01-08-2025
AP-24079,Alquiler,departamento,Belgrano,$583.000/mes,36,1 baños. balcón,,10-12-2024
AP-72515,Alquiler,departamento,Belgrano,$1.220.000/mes,91,5 ambientes. 4 dorm. 3 baños. 13 años,"-34.552737581907024,-58.45482851747816",15-05-2024
